user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status
rawatansh2803,,Twitter Web App,,2022-08-17 05:14:53,False,367,#BoycottbollywoodForever when will sanatan dharm followers wake and see how good and great is thier culture,1,False
arnabdas999,,Twitter for Android,,2022-08-17 05:14:00,False,1076,@ETimesLifestyle We would boycott bullywood for lifetime and its our choice...who are you teach us...everyone has r… https://t.co/hIDjN0REjw,0,False
thimsina,,Twitter for Android,,2022-08-17 05:13:56,False,63,@VishalRC007 Freedom from Nepotism. #BoycottbollywoodForever,0,False
Ram33Jai,India,Twitter for iPhone,,2022-08-17 05:13:41,False,1686,"@denniskumar99 Yeah go see the film soon or else it’s gone 

#BoycottbollywoodForever 
#BoycotLaalSinghChaddha https://t.co/TJ1AZfuhTF",0,False
vinay6840,jaipur,Twitter for Android,,2022-08-17 05:13:03,True,24,"#ArjunKapoor After Sleeping with All his Sister's (Male) Friend including Karan Johar 
#BoycottVikramVedha… https://t.co/ohziZMTrsw",38,False
humourdoctor,"Delhi, India",Twitter for Android,,2022-08-17 05:12:40,False,2,"#ArjunKapoor
#BoycottbollywoodForever 

Arjun Kapoor -  “Bollywood was too 'decent', kept quiet against trolling, a… https://t.co/wUgSPIAc6m",11,False
satyamprem,"Delhi, Bharat",Twitter for iPhone,,2022-08-17 05:11:37,True,161,@taapsee we are ready to fulfill you desire for #Boyycotting you. #BoycottDobaara #BoycottbollywoodForever… https://t.co/ewVQIScrmI,0,False
Agile20202,,Twitter for Android,,2022-08-17 05:11:32,True,245,"@shraddhaPGupta I did not understand what is this cracknut saying?
What Stopping CBI InSSRCase
#BoycottBollywood 
#BoycottbollywoodForever",1,False
Hindusthani_1,Bharat / Jambudvipa,Twitter for Android,,2022-08-17 05:11:31,True,143,It's not that we were not aware of how #Bollywood depicted #Hindus in a bad light constantly its our unity was miss… https://t.co/5xBMHWV1wl,36,False
ToThePrincipal,"Uttar Pradesh, India",Twitter for Android,,2022-08-17 05:11:15,False,132,#ArjunKapoor has just announced that his directional debut movie is going to release after 9 months and RaGa aka Pa… https://t.co/XU9T0x08fX,0,False
01sunny23,"Mayur Vihar, New Delhi",Twitter for Android,,2022-08-17 05:11:15,True,55,@BollywoodBuddie @AKPPL_Official @atul_kulkarni You have to watch atleast 15000 times with 105 friends to help your… https://t.co/4QeVaTsV6w,0,False
JustAshees,"Bengaluru, India",Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000022ADC177070>, id='022589ff1f8fd173', url='https://api.twitter.com/1.1/geo/id/022589ff1f8fd173.json', place_type='city', name='Brahmapur', full_name='Brahmapur, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022ADC177070>, type='Polygon', coordinates=[[[84.35093, 18.983882], [84.916407, 18.983882], [84.916407, 19.429849], [84.35093, 19.429849]]]), attributes={})",2022-08-17 05:10:51,True,581,"Dear So called Celebrities ! If you have a problem with the #BoycottbollywoodForever You should also do the same, S… https://t.co/AOux0xCbzI",2,False
Mishti26210006,"Melbourne, Victoria",Twitter for iPad,,2022-08-17 05:10:31,False,225,@BesuraTaansane Most definitely #BoycottbollywoodForever,0,False
SumanRastogi6,,Twitter Web App,,2022-08-17 05:09:31,False,583,"Do your thing friends 🥳

#BoycottbollywoodForever 
#BoycottPathanMovie as  INDIA AWAITS PATHAAN  

#ArjunKapoor is… https://t.co/chA5tucmAl",59,False
Blossomqueen28,United States,Twitter for iPhone,,2022-08-17 05:09:23,False,27,"#BoycottbollywoodForever 
yes ppl globally want to know who killed SSR. https://t.co/gv5L34m4Bx",1,False
riteshkumarpndt,"Delhi, India",Twitter for Android,,2022-08-17 05:09:08,False,150,@UmaBhatt3 Mtlb #BoycottbollywoodForever ya #BoycottBollywood bola to ye to gundagardi krenge or tod fod machayenge… https://t.co/PmZceKYhPL,0,False
roasting_baba,Aryavart,Twitter for Android,,2022-08-17 05:09:06,False,902,"#BoycottbollywoodForever
My take on why movies are failing?

https://t.co/q9ZgL3tYK4",0,False
rajnish1Midas,Bangalore,Twitter for Android,,2022-08-17 05:09:03,True,516,"@SunilKumar78789 Study well. Don't watch too many films. They are full of crap.
Whatever happened with Chaddha, wil… https://t.co/F3oZ2XhgsH",0,False
SSRMU1986TOF,Far away from milky galaxy 🌌✨,Twitter for Android,,2022-08-17 05:08:54,False,70,"@ankipens @BeingSalmanKhan @iamsrk Kuch toh log kahenge logon ka kaam hai kehana 

Just ignored them !!!… https://t.co/JseKh2shmN",1,False
sujal42766318,,Twitter for iPhone,,2022-08-17 05:08:34,False,230,"@kamaalrkhan @taapsee @YouTube Actually 
Who cares #BoycottbollywoodForever",0,False
Sethu2Sethu,"Hyderabad, India",Twitter for Android,,2022-08-17 05:08:24,True,828,"Intolerance???
Here we go again
#BoycottbollywoodForever 
#BoycottPathaan https://t.co/Cefp8VTsmO",2,False
arnabdas999,,Twitter for Android,,2022-08-17 05:07:59,False,1076,@ETimesLifestyle Bullywood agent🤣👎 Bullywpod paid media🤣👎 #BoycottbollywoodForever,1,False
LiberalKa,,Twitter for Android,,2022-08-17 05:07:19,False,10,"Its a long war.

#BoycottbollywoodForever #LigerSaalaCrossbreed #LigerOnAug25th #BoycottVikramVedha #BoycottPathan… https://t.co/mpVdl8nNwY",1,False
SapGup,,Twitter Web App,,2022-08-17 05:07:08,False,13,Even a fringe character like Arjun Kapoor is being impacted by the #BoycottbollywoodForever campaign! This is too much fun! 😆,0,False
rishigupta192,"Kalyanpur, Uttar Pradesh ",Twitter for Android,,2022-08-17 05:07:01,False,86,"How the Josh warriors ???
#BoycottbollywoodForever 
#BoycottPathanMovie 
#BoycottTiger3 

SSRCASE TurningPoint  InH… https://t.co/sLKAonjyfS",11,False
AuN3O9,"Sydney, New South Wales",Twitter for iPhone,,2022-08-17 05:07:00,False,55,@srinathpv71 @Indian_Analyzer That guy watched netflix series suits and Hollywood movie sully during lockdown on 20… https://t.co/AzgDK5TeNw,0,False
TheJokerBhai,,Twitter for Android,,2022-08-17 05:06:47,False,171,Indian Government mustn't allow #LSC release in #Pakistan Respected @RajThackeray Saheb as you initiated Ban Pakist… https://t.co/Sc7CnAmTk0,3,False
Annie17122,"Mumbai, India",Twitter for Android,,2022-08-17 05:05:49,False,96,"@VishalRC007 #BoycottbollywoodForever 
Yes @arjunk26 you ppl have taken us for granted and it's time to show our un… https://t.co/ZRu3mUH5IX",1,False
SomaDut96461948,At t glass door bet life n SSR,Twitter for Android,,2022-08-17 05:05:48,False,1323,"Stop protecting Dwood 
We don't want protectors of criminals

Say no to Bollywood
#BoycottbollywoodForever… https://t.co/1U2Xtoumty",21,False
Mishti26210006,"Melbourne, Victoria",Twitter for iPad,,2022-08-17 05:05:46,False,225,@thakkar_sameet @AnilKapoor @arjunk26 @BoneyKapoor @ajaydevgn What an arrogant man this Arjun Kapoor is… what a sen… https://t.co/HgwvPtYIxB,0,False
chinmoybhowmick,India,Twitter for Android,,2022-08-17 05:05:39,False,1990,"Fresh  trends in #India 

#ArjunKapoor
#BoycottbollywoodForever
#BoycottBollywood
#BoycottPathanMovie https://t.co/AerYCzhnHO",2,False
YhwachAlmighte,,Twitter Web App,,2022-08-17 05:05:33,False,1,BJP spent Rs 27000 crore rupees on Ads. Cost of milk per litre raised by 2 Rupees today. Connection?… https://t.co/yhnEbFtQnQ,0,False
Jashwan96619755,,Twitter for Android,,2022-08-17 05:05:17,False,127,"@Gems0fsouthwood First watch the movie then tweet. Many people like you have seen this movie Across India, they don… https://t.co/9JZER63s0J",0,False
Blossomqueen28,United States,Twitter for iPhone,,2022-08-17 05:04:56,False,27,"@taapsee #BoycottbollywoodForever 
From USA. We will not forget or forgive any artists who r involved in SSR murder… https://t.co/iYlvbx6i13",0,False
Kky96836095,,Twitter for Android,,2022-08-17 05:04:48,False,1,#BoycottbollywoodForever if u r true fan of ssr then boycott bollywood forever,0,False
Sky24D,,Twitter for Android,,2022-08-17 05:04:13,False,19,"#BoycottbollywoodForever
#BoycottLiger 
This is not a telugu film.
It is a hindi film and produced by  karan johar.… https://t.co/Uoo6UHkOrO",1,False
Sakhi_0_Sakhi,,Twitter for Android,,2022-08-17 05:03:00,False,609,"U r blaming experts for being critical abt LSC n not RB but u r exactly doing d same 
Y r u being critical abt Raks… https://t.co/0wzxPo8Wsz",4,False
the_mpr,"Ohio, USA",Twitter for Android,,2022-08-17 05:02:51,False,268,"#BoycottbollywoodForever

Good God did this really happen......or just clever editing 👇 https://t.co/q7FLWi4qTy",13,False
KapoorPashmina,India,Twitter for Android,,2022-08-17 05:02:44,False,2795,Boycotting @RahulGandhi of Bollywood @arjunk26 's films is risky. Some people might actually go and watch if they k… https://t.co/TpqHBfQNVZ,2,False
Mostaffected123,Heaven,Twitter Web App,,2022-08-17 05:02:28,False,1,"#BoycottbollywoodForever 
#BoycottbollywoodCompletely 
Thanks @actor_Nikhil for supporting #SushantSinghRajput 
I w… https://t.co/GR6s0WMF6u",5,False
BhavnagriPatel,,Twitter Web App,,2022-08-17 05:02:07,False,76,Did the Khans of Bollywood tell their fans not to support #SarTanSeJuda? Did any of Khans or fans of Khans hold any… https://t.co/63uFsYgdYy,3,False
SCherry494,"Hyderabad, India",Twitter for Android,,2022-08-17 05:01:24,False,6,@Mylifewaterfall @BoxOfflceIndia @iamsrk @karanjohar @anupamachopra @narendramodi I looped bcoz @narendramodi said… https://t.co/lc1TF7c6u5,3,False
VishalTaywade7,"Mumbai, India",Twitter for Android,,2022-08-17 05:01:01,False,2634,"No film scripted in Hindi!!!
Earlier it was made in urdu and now in english 🤡✋
Where is Hindi??
Karachiwood always… https://t.co/1t6Mea13we",3,False
rajvyavastha,"New Delhi, India",Twitter for Android,,2022-08-17 05:00:48,True,349,"'People Taking Advantage Of Our
Silence' Arjun Wants Bollywood To Unite Against Boycotts .
#arjunkapoor… https://t.co/dE7tiQtUD0",5,False
sujal42766318,,Twitter for iPhone,,2022-08-17 05:00:43,False,230,"@BesuraTaansane @suesproject Perfect 
Stop making movies 
As if we would like to see you survive without us known a… https://t.co/WCqjkBV1DM",0,False
sushxpyar,,Twitter for Android,,2022-08-17 05:00:26,False,29,"#BoycottPathanMovie #BoycottbollywoodForever 
#BoycottVikramVedha 
#BoycottRakshaBandhanMovie 
#BoycottAliaBhatt… https://t.co/eWHCqma3XC",9,False
AnIndianBoi,India,Twitter for Android,,2022-08-17 05:00:19,True,1761,@rose_k01 Arjun Kapoor saying to be united against boycott; did he forgot we don't need to boycott his movie since… https://t.co/OFI1mn88NC,1,False
IndiaFitt,,Twitter for iPhone,,2022-08-17 05:00:07,False,13,"Different of south and Bollywood

#BoycottVikramVedha #BoycottbollywoodForever #BoycottPathaan https://t.co/sBU7Lg67pS",11,False
Achyuts82478075,,Twitter for Android,,2022-08-17 04:59:32,False,19,@shraddhaPGupta Ha Bhai that's what I am trying to say yesterday we have to #BoycottLiger at any cost releasing on… https://t.co/qW80FrN7dL,4,False
Queen0Bollywood,India,Twitter Web App,,2022-08-17 04:59:25,False,674,#IndiaAt75 Independence Day every one happy with out #bollywoodactor Cause Audience  #BoycottbollywoodForever huge… https://t.co/TZKjZJQlwY,3,False
shraddhaPGupta,,Twitter for Android,,2022-08-17 04:59:19,True,1457,"Never Forgive and Never Forget  to boycott all Bollyweed Movies  coz entire DRUGGIESWOOD  kiled our Sushant ..
What… https://t.co/VcERjyjIrn",42,False
umeshgupta28,"New Delhi, India",Twitter for Android,,2022-08-17 04:59:06,False,166,@harshmadhusudan Strange is your advocacy to glorify progressive stories at the cost of Sanatan Dharm..! What's the… https://t.co/x1miEMmmze,1,False
MJ_007Club,Ahmedabad,Twitter for Android,,2022-08-17 04:59:01,False,743,"We, Hindus, have decided to boycott every mainstream Bollywood (Urduwood &amp; Dawood) movie made. Khan gang to gaya, n… https://t.co/GuZCiBsrpO",14,False
Priyanka_392,,Twitter Web App,,2022-08-17 04:59:00,False,2648,"This is for people like Arjun Kapoor who ask why we are doing Boycott of Bollywood.
#BoycottPathanMovie… https://t.co/tbJCLnpej6",43,False
SaffronS0ul,अखंड भारत,Twitter for Android,,2022-08-17 04:58:45,False,492,"Unfollowed you!!!  #BoycottbollywoodForever 
#BoycottLaalSinghChaddha https://t.co/AfgeyN896H",1,False
sujal42766318,,Twitter for iPhone,,2022-08-17 04:57:36,False,230,@BOWorldwide @iamsrk @yrf @deepikapadukone @TheJohnAbraham @TeamSRKWarriors @SRKUniverse @iamsrkclub Come on Bharat… https://t.co/8vaNTJwXSf,0,False
Priyans60019523,,Twitter Web App,,2022-08-17 04:57:33,False,89,"This he said when there was lot of tolerance otherwise pk woudn't be released okk from know
 proud intolerance… https://t.co/g9O78txT85",4,False
Sarjupatra,भारत / India,Twitter for Android,,2022-08-17 04:57:03,True,288,https://t.co/vb1VACH7Ey   #arjunkapoor #BoycottbollywoodForever this person is now saying to take action against th… https://t.co/4hGgIPkBQ9,1,False
Rakesh14_Arora,,Twitter Web App,,2022-08-17 04:56:39,False,22,"#ArjunKapoor, Husband of #MalaikaArora has called whole #Bollywood to break silence against… https://t.co/kFjMSSwVLE",1,False
anjali_kalia,,Twitter for iPhone,,2022-08-17 04:56:18,True,984,Pranam message for today manifested in Dhyan by @meenapranam #truth #love #karm #light #nature #consciousness… https://t.co/PGmDIXHIev,2,False
shraddhaPGupta,,Twitter for Android,,2022-08-17 04:56:16,True,1457,KJOKER HAS ALREADY STARTED USING TOLLYWOOD ACTORS JUST LIKE VIJAY IN LIGER TO FOOL AUDIENCE &amp; TO PROMOTE NEPOKID LI… https://t.co/cppjeRqJiQ,87,False
Ram33Jai,India,Twitter for iPhone,,2022-08-17 04:56:14,False,1686,"@itxNidsi Almighty has to be kind to these distributors too.

#BoycottbollywoodForever 
#BoycottLaalSinghChaddha https://t.co/ZThdxm6IdQ",1,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:56:01,False,25,"Make your heroes who are truthful, honest and brave like our very own #SameerWankhede Sir. #SameerWankhede… https://t.co/kIXRWbm4tz",0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:54:59,False,25,"Make your heroes who are truthful, honest and brave like our very own #SameerWankhede Sir. #SameerWankhede… https://t.co/LBPw9TbcAb",0,False
bhagwanparge,"Indiana, USA",Twitter for Android,,2022-08-17 04:54:56,True,2446,"@pinkvilla Islamists:can kill anybody for blasphemy&amp; supporting a person who did blasphemy

Bollywood:we must (sile… https://t.co/zyjsLDcpdE",0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:54:46,False,25,"Make your heroes who are truthful, honest and brave like our very own #SameerWankhede Sir. #SameerWankhede… https://t.co/trHEtOHusz",8,False
PHOENIX21PHOTON,"San Francisco, California",Twitter for iPhone,,2022-08-17 04:54:33,True,834,"@Shinny4SSR @GemsOfBollywood If u sit tight,take it in without a peep,u will survive e.g;Varun,Ayushman,kartik etc… https://t.co/HWGgJV7SrO",4,False
r_saffronism,"Uttar Pradesh, India",Twitter for Android,,2022-08-17 04:54:15,False,37,"Nalla Kapoor came up with solution of Boycott Bollywood.

BTW his last movie hardly made 34 crores without boycott… https://t.co/AUNW7tjX8I",4,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:54:04,False,25,"Real Hero of India #SameerWankhede rest all are zero. Real Singham, Real Hero #SameerWankhede others are ZERO.… https://t.co/0DykCLKWGj",0,False
DessieAussie,,Twitter for Android,,2022-08-17 04:54:04,True,177,"Do Aamir khan remembers last when his movie was pulled out of theatres within a week of its released?

Well,it migh… https://t.co/k88H3D4H7D",0,False
KgPreena,,Twitter for Android,,2022-08-17 04:53:57,False,30,#BoycottPathanMovie #BoycottbollywoodForever #BoycottVikramVedha #boycottrakshabandhan #BoycottLaalSinghChaddha… https://t.co/y1KY04zUT8,0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:53:55,False,25,Real Hero of India #SameerWankhede rest all are zero.  #SameerWankhede #SameerWankhede #BoycottbollywoodForever… https://t.co/Jb8FtVmHuT,0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:53:15,False,25,"Real Hero of India #SameerWankhede rest all are zero. Real Singham, Real Hero #SameerWankhede others are ZERO.… https://t.co/m2JfTX3HZM",0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:53:11,False,25,Real Hero of India #SameerWankhede rest all are zero. Real Hero #SameerWankhede others are ZERO. #SameerWankhede… https://t.co/jtLbAHn2Xd,0,False
msh_yaduvanshi,Kanpur,Twitter Web App,,2022-08-17 04:53:04,False,23,#Boycottbrahmastra There is the right time to justice with @itsSSR .... All fans of sushant singh must boycott Brah… https://t.co/2hM3f3nSdL,2,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:53:03,False,25,"Real Hero of India #SameerWankhede Real Singham, Real Hero #SameerWankhede others are ZERO. #SameerWankhede… https://t.co/6lZ2XBHsKE",0,False
RavishankarRSP,"Patna, India",Twitter for Android,,2022-08-17 04:53:00,True,49,"Boycott Bollywood...!!!

@RavishankarRSP
#BoycottBrahmastra #BoycottVikramVedha
#BoycottPathanMovie… https://t.co/zid6494Rn4",2,False
sujal42766318,,Twitter for iPhone,,2022-08-17 04:52:53,False,230,"@IndiraR36456739 Ukhad denge first weekend main hi 
#BoycottbollywoodForever",0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:52:51,False,25,Real Hero of India #SameerWankhede  #SameerWankhede others are ZERO. #SameerWankhede #BoycottbollywoodForever… https://t.co/hsydjwbkTW,0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:52:40,False,25,Real Hero of India #SameerWankhede rest all are zero. #SameerWankhede #BoycottbollywoodForever #BoycottBollywood… https://t.co/OwPHLDgTLC,0,False
ChikuBola,India,Twitter for Android,,2022-08-17 04:52:38,False,4,"#BoycottbollywoodForever
#BoycottVikramVedha
#BoycottBollywood

Bollywood is like Khan Govt... Nepotism kabhi khata… https://t.co/5A3xWCFjpG",0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:52:32,False,25,"Real Hero of India #SameerWankhede rest all are zero. Real Singham, Real Hero #SameerWankhede others are ZERO.… https://t.co/rjBzAnNYLr",0,False
Boycott564546,Ukraine,Twitter for iPhone,,2022-08-17 04:52:30,True,82,We want GOOD ACTORS LIKE #KartikAaryan #ShehnaazGill WOW CANT YHINK OF ANY MORE BYEEE BOLLYWOOD JUDT SHUT DOWN NOW  #BoycottbollywoodForever,0,False
dil2bachhahaij,,Twitter for Android,,2022-08-17 04:52:21,False,121,"Our country #Bharat's culture, tradition, music, and natya kala is not dependent on bhaands of #Bollywood.… https://t.co/xQHmt3PBi0",0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:52:10,False,25,"Real Hero of India #SameerWankhede rest all are zero. Real Singham, Real Hero #SameerWankhede others are ZERO.… https://t.co/G0YzCtTt1w",0,False
womanfashion008,India,Twitter for Android,,2022-08-17 04:51:46,False,2363,"💠Women'S Myra Ensemble Women Kurta Sets
💠Kurta Fabric: Rayon / Cotton
💠Bottomwear Fabric: Rayon / Cotton
💠Fabric: R… https://t.co/Sa73kU7ATL",1,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:51:32,False,25,"Real Hero of India #SameerWankhede rest all are zero. Real Singham, Real Hero #SameerWankhede others are ZERO.… https://t.co/tMdfErCfpJ",0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:51:00,False,25,"Real Hero of India #SameerWankhede rest all are zero. Real Singham, Real Hero #SameerWankhede others are ZERO.… https://t.co/vqB6G3tMkP",0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:50:46,False,25,"Real Hero of India #SameerWankhede rest all are zero. Real Singham, Real Hero #SameerWankhede others are ZERO.… https://t.co/37FU7bmjiA",0,False
RavishankarRSP,"Patna, India",Twitter for Android,,2022-08-17 04:50:38,True,49,"Boycott Bollywood...!!!

@AbhilashaPnda

#BoycottBrahmastra #BoycottVikramVedha

#BoycottPathanMovie… https://t.co/JaLrnmc39N",2,False
Kuttancp,,Twitter for Android,,2022-08-17 04:50:29,False,775,"@BesuraTaansane #BoycottPathaan 
#BoycottPathan 
#BoycottbollywoodForever 
Eagerly waiting for showing these Pakist… https://t.co/DDz4tDcqSB",0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:50:18,False,25,"Real Hero of India #SameerWankhede rest all are zero. Real Singham, Real Hero #SameerWankhede others are ZERO.… https://t.co/0hAwpnH2ic",0,False
DarkRayleigh5,,Twitter for Android,,2022-08-17 04:50:13,True,504,@FltLtAnoopVerma @pagan_ronin Need to do better with next boycott. But u less this guy is completely out of cinemas… https://t.co/9VZUKPJRcB,0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:50:04,False,25,"Real Hero of India #SameerWankhede rest all are zero, samjhe Pathaan. Real Singham, Real Hero #SameerWankhede other… https://t.co/2oNbVsbhsk",0,False
ASanatani011,,Twitter for Android,,2022-08-17 04:49:58,False,103,A Strong Message to Bollywood - There is always a Limit of Everything. #BoycottBollywood is true in every matter. I… https://t.co/aFkwNhzr6A,0,False
Mostaffected123,Heaven,Twitter Web App,,2022-08-17 04:49:43,False,1,"#BoycottbollywoodForever bollywood have no guts to talk like @actor_Nikhil ...
Nikhil we are really proud of you..… https://t.co/EyoY3nmI0J",14,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:49:42,False,25,"Real Hero of India #SameerWankhede rest all are zero. Real Singham, Real Hero #SameerWankhede others are ZERO.… https://t.co/JEbxjY6QXS",0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:49:30,False,25,"Real Hero of India #SameerWankhede rest all are zero. Real Singham, Real Hero #SameerWankhede others are ZERO.… https://t.co/HZo9dmq87f",0,False
Politicalkeeda4,भारत,Twitter for Android,,2022-08-17 04:49:25,True,961,@SunainaHoley @arjunk26 He doesn't know the power of you #BoycottbollywoodForever .,0,False
RebaK35710421,,Twitter Web App,,2022-08-17 04:49:11,False,25,"Real Hero of India #SameerWankhede rest all are zero. Real Singham, Real Hero #SameerWankhede others are ZERO.… https://t.co/zeHzTf7Z3g",0,False
tmahesh_kumar1,,Twitter Web App,,2022-08-17 04:49:09,False,131,@GemsOfBollywood @arjunk26 Not even worth laughing that #BoycottbollywoodForever chose a failed actor to defend itself witch such arrogance.,0,False
chaudhary_33,,Twitter for Android,,2022-08-17 04:49:08,False,296,"#justiceforarmyairforcestudents
#BoycottbollywoodForever we want joining in Indian AirForce https://t.co/g8ssprL5C7",5,False
jag_ind,,Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x0000022ADC177070>, id='243cc16f6417a167', url='https://api.twitter.com/1.1/geo/id/243cc16f6417a167.json', place_type='city', name='Hyderabad', full_name='Hyderabad, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022ADC177070>, type='Polygon', coordinates=[[[78.3897718, 17.3013989], [78.5404168, 17.3013989], [78.5404168, 17.4759], [78.3897718, 17.4759]]]), attributes={})",2022-08-17 04:48:37,True,333,They boycotted #nationalflag let us #BoycottbollywoodForever https://t.co/NZ2kKeYCca,0,False
its_dsk,भारत,Twitter for Android,,2022-08-17 04:48:23,True,21,"Hey @arjunk26 , hope this idea will help you to counter the  #BoycottbollywoodForever trends 

#BoycottVikramVedha… https://t.co/uK9Vo7enZU",0,False
SCherry494,"Hyderabad, India",Twitter for Android,,2022-08-17 04:48:18,False,6,"@Mylifewaterfall @BoxOfflceIndia @iamsrk Keep Crying 😂, Pity u and ur tiny industry Bloodywood which will be vanish… https://t.co/FnND1AdkJy",0,False
chmehta,Bharat ,Twitter for Android,,2022-08-17 04:48:16,False,832,"@KreatelyMedia #BoycottbollywoodForever 

Decades tak Hindusim be band bajai wo fair that kya ? #Arjunkapur ?@ArjunKapoorFC",0,False
BellamSwathi,,Twitter for iPhone,,2022-08-17 04:48:00,False,333,We all believe you words Bipasha. You don’t need to give evidence for it. #BoycottbollywoodForever https://t.co/DOEBI9dlU4,3,False
proudIndians47,"Bengaluru,Chennai Thane, India",Twitter for Android,,2022-08-17 04:47:52,True,734,@BesuraTaansane They should start developing some other traits because they can't survive only in cinema....that's… https://t.co/da51MAb0uh,1,False
Asli_RealIndian,,Twitter Web App,,2022-08-17 04:47:47,False,3,"#BoycottVikramVedha #BoycottbollywoodForever #BoycottLaalSinghChaddha #BoycottLalSinghChaddha 
#BoycottPathan 

Boy… https://t.co/3YxOqRMHiA",0,False
puspi006,,Twitter for Android,,2022-08-17 04:47:30,False,304,"It's the Power of Sushant Singh Rajput ❤

What Stopping CBI InSSRCase ?

#BoycottbollywoodForever… https://t.co/EbDIGRuLp1",19,False
_SourabhDubey,India,Twitter for Android,,2022-08-17 04:47:22,False,62,"@ETimesLifestyle Don't make movies against Hindu religion, caste, abusing or disrespecting Indian army and police… https://t.co/fIaLMi2GnF",0,False
pagan_ronin,"Bihar, India",Twitter for Android,,2022-08-17 04:47:17,False,877,"@FltLtAnoopVerma Congratulations Sanatani Brothers &amp; Sisters. 🚩💪
#BoycottbollywoodForever",0,False
AgrahriNikhil,ofcourse its a Dark World,Twitter for Android,,2022-08-17 04:47:10,False,269,"@GemsOfBollywood @arjunk26 Hello @arjunk26 SuperStar, MegaStar of India😍

T#'($$!)?_!;$$()$;*;++!! 
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣… https://t.co/0b97D0HYr2",2,False
Annaatthe__,CBE,Twitter Web App,,2022-08-17 04:47:00,False,1685,"@OpIndia_com a 🤡 getting serious, but a 🤡 is always a 🤡
#BoycottbollywoodForever",0,False
RavishankarRSP,"Patna, India",Twitter for Android,,2022-08-17 04:46:52,True,49,"Boycott Bollywood...!!!

@RavishankarRSP

#BoycottBrahmastra #BoycottVikramVedha

#BoycottPathanMovie… https://t.co/0ZbMFFMNNR",1,False
Avinash16035788,,Twitter Web App,,2022-08-17 04:46:19,False,978,#BoycottPathanMovie #BoycottbollywoodForever #BoycottBrahmastra Jihadi propaganda will not be tolerated #IslamicTerrorismInIndia,0,False
SockFlavor,"Texas, USA",Twitter for iPhone,,2022-08-17 04:46:11,False,62,Best sellers this week ✨ link in bio #BetterCallSaul #PINKVENOM #RunBTS #ไบเบิ้ลบิว #Ukraine #SheggzOlu𓃵 #NEDvPAK… https://t.co/3iS8nRYEMx,1,False
Raj91139808,"New Delhi, India",Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000022ADC177070>, id='317fcc4b21a604d5', url='https://api.twitter.com/1.1/geo/id/317fcc4b21a604d5.json', place_type='city', name='New Delhi', full_name='New Delhi, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022ADC177070>, type='Polygon', coordinates=[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]), attributes={})",2022-08-17 04:45:46,True,472,"benefits of watching # laalsinghchaddha
*no need of airline tickets to travel
*paani Puri is free
* roopa underwear… https://t.co/7hGvDZ8rQz",0,False
1hindustanidnp,India,Twitter for Android,,2022-08-17 04:45:32,False,8,I haven't watched a single Bollywood movie since last 2 years. #BoycottPathanMovie #BoycottbollywoodForever https://t.co/DkjVtbOVKk,8,False
