user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:50:37,False,415,"@Deepak958284 #SanatanaDharma
#BoycottbollywoodForever 
 Major was right ! https://t.co/SCbMeHKVYl",0,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:50:23,False,415,"@NupurReal_ #SanatanaDharma
#BoycottbollywoodForever 
 Major was right ! https://t.co/SCbMeHKVYl",0,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:50:06,False,415,"@nikks04 #SanatanaDharma
#BoycottbollywoodForever 
 Major was right ! https://t.co/SCbMeHKVYl",0,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:49:52,False,415,"@PureLove4SSR #SanatanaDharma
#BoycottbollywoodForever 
 Major was right ! https://t.co/SCbMeHKVYl",0,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:49:36,False,415,"@firstpost #SanatanaDharma
#BoycottbollywoodForever 
 Major was right ! https://t.co/SCbMeHKVYl",0,False
Abha78672347,,Twitter Web App,,2022-08-17 06:48:59,False,353,"@AMIT_GUJJU He is right in one thing though that when u tolerate too much, your silence is taken for granted, that’… https://t.co/3dYz7lqK2M",2,False
Duratmah,"Houston, Texas",Twitter Web App,,2022-08-17 06:48:42,False,157,@AnkitIndiaReal Open the floodgates!! LOL #BoycottbollywoodForever,0,False
yashasv24986915,,Twitter for Android,,2022-08-17 06:47:59,False,125,"Exactly
#BoycottbollywoodForever 
#BoycottPathaan https://t.co/aohiQKPdby",0,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:47:42,False,415,"@IndiaOurHome1 #SanatanaDharma
#BoycottbollywoodForever 
 Major was right ! https://t.co/SCbMeHKVYl",0,False
manjul_k1,INDIA,Twitter Web App,,2022-08-17 06:47:41,False,2161,"The great thieves lead away the little thief. 
#TejRan #Karthikeya2Hindi #Maharashtra 
#JacquelineFernandez… https://t.co/oT6w5bcUQN",23,False
manmita505,,Twitter Web App,,2022-08-17 06:47:11,False,56,"@AgrahriNikhil #BoycottbollywoodForever @VijayDe89101145 
Please make people aware this movie is coproduced by karan johar.
@VijayDe89101145",0,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:47:03,False,415,"@Ghada_Makhoul @iamsrk #SanatanaDharma
#BoycottbollywoodForever 
 Major was right ! https://t.co/SCbMeHKVYl",0,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:46:44,False,415,"@iamAbhi52704467 #SanatanaDharma
#BoycottbollywoodForever 
 Major was right ! https://t.co/SCbMeHKVYl",0,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:46:35,False,415,@BhaktSrk @SRKFC_PUNE @Oyepathaan @SrkianDas04 @SandipB28369874 @Srkzbasmala @iamsrk @iamAjaybishnoi… https://t.co/KPbFXzOgOs,0,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:46:26,False,415,"@iamharsh55 @iamsrk #SanatanaDharma
#BoycottbollywoodForever 
 Major was right ! https://t.co/SCbMeHKVYl",0,False
GPSVasu,"Bharata khande, Jambudīpe.",Twitter Web App,,2022-08-17 06:46:16,False,198,"@Angel_Blosom We will give them what they need.

#BoycottbollywoodForever",0,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:45:58,False,415,"@Iamrocket4 @iamsrk #SanatanaDharma
#BoycottbollywoodForever 
 Major was right ! https://t.co/SCbMeHKVYl",0,False
AnandPrachi_,सनातन भूमि,Twitter for Android,,2022-08-17 06:45:51,True,458,@sumitsaurabh No no they are not pleading they are now started threatening and also making funn of people like publ… https://t.co/DInCFUF0H5,0,False
RFAROOQUI4,KSA,Twitter for Android,,2022-08-17 06:45:40,False,2357,Hindus awake. Do U know #ShushantSinghRajput was hero in PK. He played role in Anti Hindus Film. Do U watch… https://t.co/UqssCdWQU0,0,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:45:17,False,415,"@first_desi #SanatanaDharma
#BoycottbollywoodForever 
 Major was right ! https://t.co/SCbMeHKVYl",0,False
_yadavsurendra,भारत,Twitter for iPhone,,2022-08-17 06:44:49,False,23,"@Twitter @TwitterIndia should add one more tab for trending boycott in India, people are boycotting something every… https://t.co/hvxicuYfLd",0,False
AgrahriNikhil,ofcourse its a Dark World,Twitter for Android,,2022-08-17 06:44:29,False,269,"#KaranShuwar and #AnanyaPanday 
using
#Tollywood
SuperStar🥺 #VijayDevarakonda
So that People fund the BullyDaWood G… https://t.co/s2tP47Jggi",6,False
RFAROOQUI4,KSA,Twitter for Android,,2022-08-17 06:43:55,False,2357,Hindus awake. Do U know #ShushantSinghRajput was hero in PK. He played role in Anti Hindu Film. Do U watch #OMGfilm… https://t.co/QBsazFTgxx,0,False
RFAROOQUI4,KSA,Twitter for Android,,2022-08-17 06:43:20,False,2357,Hindus awake. Do U know #ShushantSinghRajput was hero in PK. He played role in Anti Hindu Film. Do U watch #OMGfilm… https://t.co/rZXtXJYyNt,0,False
ViratKo68455494,,Twitter Web App,,2022-08-17 06:43:13,False,11,"#ArjunKapoor 
 
No need of #BoycottbollywoodForever  to make Arjun kapoor movies flop bcz they are already flop",0,False
Cultural_mess,"New Delhi, India",Twitter for iPhone,,2022-08-17 06:43:00,False,123,"Who wants to see talentless Nepotism.
Bollywood is gonna die on its own

#BoycottbollywoodForever",0,False
Sandip124113,Kolkata,Twitter for Android,,2022-08-17 06:42:56,False,1212,Do you think trends like #BoycottbollywoodForever #BoycottBollywood #BoycottVikramVedha #BoycottPathaan and… https://t.co/mdFvQPmDvH,2,False
Cultural_mess,"New Delhi, India",Twitter for iPhone,,2022-08-17 06:40:38,False,123,Yes please..I don’t believe my favourite hashtag is trending #BoycottbollywoodForever,0,False
dreams300cop,,Twitter for Android,,2022-08-17 06:40:36,True,4,#BoycottbollywoodForever jai hind,0,False
pmsp1987,Margao Goa,Twitter Web App,,2022-08-17 06:40:15,True,1649,"@arjunk26 keep that attitude to your self.
What bollywood is silent? 
We people watch movies that's y u n your fuck… https://t.co/8QUmI5F2hT",0,False
AgrahriNikhil,ofcourse its a Dark World,Twitter for Android,,2022-08-17 06:39:56,False,269,"#KaranShuwar 
and
#AnanyaPanday 
using

#Tollywood
SuperStar🥺 #VijayDevarakonda

So that People fund the BullyDaWoo… https://t.co/lFOiM1C8Ru",5,False
AgrahriNikhil,ofcourse its a Dark World,Twitter for Android,,2022-08-17 06:39:45,False,269,"#KaranShuwar 
and
#AnanyaPanday 
using

#Tollywood
SuperStar🥺 #VijayDevarakonda

So that People fund the BullyDaWoo… https://t.co/bOchmNFxjJ",16,False
AgrahriNikhil,ofcourse its a Dark World,Twitter for Android,,2022-08-17 06:39:37,False,269,"#KaranShuwar 
and
#AnanyaPanday 
using

#Tollywood
SuperStar🥺 #VijayDevarakonda

So that People fund the BullyDaWoo… https://t.co/m5Ct5nL1gX",5,False
ChallaKish,,Twitter for Android,,2022-08-17 06:39:17,True,71,Now there's so much support from the #Bollywood gang for LSC which is so much against the #IndianArmy but not 1 twe… https://t.co/cPQdCD97o4,0,False
PikaDetects,"Bengaluru (India), Germany",Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000022ADC177070>, id='5f55bb82cf16ac81', url='https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', place_type='city', name='Bengaluru South', full_name='Bengaluru South, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022ADC177070>, type='Polygon', coordinates=[[[77.3305776, 12.731936], [77.7863188, 12.731936], [77.7863188, 13.1142933], [77.3305776, 13.1142933]]]), attributes={})",2022-08-17 06:38:56,True,890,"#BoycottbollywoodForever
Sky-rocketing star fees, low box office returns: Amid a spate of flops, Bollywood needs co… https://t.co/9ql7yOkbJL",0,False
AgrahriNikhil,ofcourse its a Dark World,Twitter for Android,,2022-08-17 06:38:51,False,269,"#KaranShuwar 
and
#AnanyaPanday 
using

#Tollywood
SuperStar🥺 #VijayDevarakonda

So that People fund the BullyDaWoo… https://t.co/uv4Me1ZMtx",4,False
AgrahriNikhil,ofcourse its a Dark World,Twitter for Android,,2022-08-17 06:37:57,False,269,"#KaranShuwar and #AnanyaPanday using

#Tollywood
SuperStar🥺 #VijayDevarakonda

So that People fund the BullyDaWood… https://t.co/1cL5YlMqx1",3,False
Manthan41662926,Delhi,Twitter for Android,,2022-08-17 06:37:56,False,415,"@vivekagnihotri They should learn a lesson the exploited and bashed our ⛳SANATAN DHARMA ⛳ for 3 decades now !
They… https://t.co/ZS0M2uJPY3",1,False
AnjaliSinghonly,,Twitter for Android,,2022-08-17 06:37:52,False,374,"Ye bramahastra movie ke trailer ka review hai... kindly watch it https://t.co/tx4xIQ2OfC
#BoycottbollywoodForever",0,False
AgrahriNikhil,ofcourse its a Dark World,Twitter for Android,,2022-08-17 06:37:50,False,269,"#KaranShuwar and #AnanyaPanday using

#Tollywood
SuperStar🥺 #VijayDevarakonda

So that People fund the BullyDaWood… https://t.co/mrNMywFb5s",4,False
Abhishe92949457,"Kolkata, India",Twitter for Android,,2022-08-17 06:37:03,False,114,"#HrithikRoshan 
#VikramVedha 
#BoycottbollywoodForever 
#BoycottVikramVedha 
#BoycottPathaan 
#SRKPrideOfIndia… https://t.co/l7zJo9BQQi",2,False
nikks04,India,Twitter for iPhone,,2022-08-17 06:36:08,True,4895,"#BoycottBrahmastra
#BoycottVikramVedha #BoycottbollywoodForever #BoycottBollywood #BoycottLalSinghChaddha… https://t.co/etyQxPpZia",5,False
instadubaievisa,Noida,Twitter Web App,,2022-08-17 06:35:35,False,58,"#BoycottbollywoodForever 
#ArjunKapoor 
#BoycottPathaan 
Arjun Kapoor says “Bollywood was too 'decent', kept quiet… https://t.co/igwvYZh8zf",0,False
ajinkya_rt,"Solapur, India",Twitter for Android,,2022-08-17 06:35:15,False,119,"Movie Link - https://t.co/hWZHTIcjJy
.
.
#BoycottVikramVedha #BoycottbollywoodForever https://t.co/JQs15uBIQo",4,False
Rishabh291092,,Twitter for Android,,2022-08-17 06:34:40,False,33,"@IndiraR36456739 #BoycottbollywoodForever 
#WeDontlikeBollywood
#BollywoodBoycott
After Arjun Kapoor statement how… https://t.co/SPgu89j2Yt",0,False
Mystic_VJ,🔮,Twitter for Android,,2022-08-17 06:34:34,False,2132,@pavanwadikar It's #BoycottbollywoodForever for many of us.. until that whole cabal of entertainers realize their m… https://t.co/0zBFx9lMbo,1,False
standforSSR,"Perth, Western Australia",Twitter for Android,,2022-08-17 06:32:20,True,249,Congratulations Indians 👏👏 You are saving India by not giving money to Bollywood for their Illegal activities like… https://t.co/ObF3o0dWTe,0,False
vageshhiremath6,,Twitter for Android,,2022-08-17 06:31:27,False,0,"Its very Shameful that #SupremeCourt had to Remove / Kick out #prafulpatel as President of #AIFF #India
#FIFA… https://t.co/rLaUXZpGUq",1,False
Superrlawyer,Bombay 🔁 Delhi ,Twitter for Android,,2022-08-17 06:30:42,False,306,"Khatam.. Tata.. Goodbye.. Gaya 🤡

#LaalSinghChaddha is a certified ""Disaster"" now !  😂 

And they are still challen… https://t.co/W7OdNFHk2K",6,False
Vikash_Ahir07,,Twitter Web App,,2022-08-17 06:28:44,False,1,"I haven't watched a single Bollywood movie since last 2 years.
 #BoycottPathanMovie 
#BoycottbollywoodForever… https://t.co/l7aw5Dqfqs",2,False
satyaagrahindia,India,Twitter Web App,,2022-08-17 06:28:18,False,66,"@saravjitkaur12 🤣🤣
Ghar se khench khench ke movie dikhane le jaynge ye Bollywood wale😂

#BoycottbollywoodForever… https://t.co/NJex07NxM1",0,False
vageshhiremath6,,Twitter for Android,,2022-08-17 06:28:14,False,0,"Its very Shameful that #SupremeCourt had to Remove / Kick out #prafulpatel as President of #AIFF #India
#FIFA… https://t.co/lIifg6wQaP",0,False
Adarshbhuvan,"Aurangabad, India",Twitter for Android,,2022-08-17 06:27:09,True,546,"What is going on with Bollywood ...? Can anyone update me in the comments!!!!
#Bollywood #BoycottbollywoodForever",0,False
amitman87004754,,Twitter for Android,,2022-08-17 06:26:38,False,748,"@arjunk26 pehle acting seekh le fir hume sikhana. 
#BoycottbollywoodForever",0,False
BWsingers,,Twitter for Android,,2022-08-17 06:26:08,False,1,Here you can see how cheap the lyricist and @shreyaghoshal singers can be. For money they sell them and their dharm… https://t.co/9cYSEYB7ef,0,False
sanjeevray144,"Guwahati, India",Twitter for Android,,2022-08-17 06:25:48,True,17,"#BoycottbollywoodForever
#BoycottVikramVedha #BoycottBrahmastra 
Why Bollywood always disrespect our religious sent… https://t.co/nm2O1XQGod",2,False
housepersqft,,Twitter Web App,,2022-08-17 06:25:47,False,952,"Introducing HousePerSqft, where you can easily Buy, Sell or Rent properties at your convenience.
To know more pleas… https://t.co/CxRFkuWkjp",0,False
Megamass147,,Twitter for Android,,2022-08-17 06:25:40,False,120,"Cont..
Remember we should Boycott #Brahmastra 
It's a sin for Hinduism that murderers,druggies are portraying Lord… https://t.co/Z2r8NF8hkJ",0,False
RameshM_FTFGC,Bharat,Twitter for Android,,2022-08-17 06:25:35,False,316,"Is @arjunk26 meant,
If they get angry or if all #Bollywood get united 80Cr people will get afraid &amp; will watch… https://t.co/MLp0PGWpH4",0,False
BruceBa42564886,,Twitter for Android,,2022-08-17 06:25:18,False,1,"Big Bang Explained By Hinduism.
Hinduism Is Not Mythology It's History.
#Karthikeya2Hindi #Kartikeya2… https://t.co/nuRzNR68y6",6,False
standforSSR,"Perth, Western Australia",Twitter for Android,,2022-08-17 06:25:14,True,249,@GemsOfBollywood @yrf Such a shameful comparison. They always  put mandir and hindu gods as bad symbols. Nothing is… https://t.co/76egQGEKXi,0,False
UshaS76856930,India,Twitter for Android,,2022-08-17 06:25:13,False,180,@SunainaHoley @arjunk26 He just got up now from his sleep since 2020. #BoycottbollywoodForever,0,False
ABradwaj,,Twitter for Android,,2022-08-17 06:24:51,False,8,Twitter is now Boycotter I can't understand this Boycott trend which is similar to swadeshi andolan. one day these… https://t.co/FpCPJJrRja,1,False
harshitgupta2O,,Twitter for Android,,2022-08-17 06:24:51,False,240,"When we can watch original for free than why we waste our money to watch copy 
#BoycottbollywoodForever… https://t.co/nwytPnzCyk",0,False
ShonaliMishra25,"Bharat,भारतवर्ष,आर्यावर्त",Twitter for Android,,2022-08-17 06:24:49,False,171,"@VishalRC007 What a looser Arjun kapoor

#BoycottBollywood 
#BoycottbollywoodForever 
#BoycottbollywoodCompletely… https://t.co/wWFzVFIGEf",1,False
samay_sanatni,,Twitter for Android,,2022-08-17 06:24:37,True,1133,@GabbbarSingh @hindumyreligion After #BoycottbollywoodForever #ArjunKapoor's Financial Condition Like That And That… https://t.co/nilEYFX37A,0,False
SSRMU1986TOF,Far away from milky galaxy 🌌✨,Twitter for Android,,2022-08-17 06:23:53,False,70,"Guy's!!

We couldn't save him #SushantSinghRajput𓃵 from taking his last breath.but we can use our voice to make thu… https://t.co/3jOYhal8u6",17,False
samay_sanatni,,Twitter for Android,,2022-08-17 06:23:18,True,1133,@ishkarnBHANDARI @hindumyreligion After #BoycottbollywoodForever #ArjunKapoor's Financial Condition Like That And T… https://t.co/xoyqfQhzMj,0,False
ShonaliMishra25,"Bharat,भारतवर्ष,आर्यावर्त",Twitter for Android,,2022-08-17 06:23:00,False,171,"@AMIT_GUJJU What a looser Arjun Kapoor
#BoycottbollywoodForever 
#BoycottVikramVedha https://t.co/VERE8aItA8",52,False
Prajwalizing,"Jalgaon, India",Twitter for Android,,2022-08-17 06:22:19,False,204,"When Ambedkar launched movement of Mahad satyagrah people thought his works are against a culture!
When Raja rammoh… https://t.co/jepZuytSqr",0,False
hmashwinkumar,,Twitter Web App,,2022-08-17 06:22:17,False,310,Arjun Kapoor says Bollywood made a mistake by being silent on boycott tr... https://t.co/N1tGhxQU3f via @YouTube… https://t.co/8y61sbGtPS,0,False
rjs32826722,,Twitter Web App,,2022-08-17 06:21:49,False,2296,"Boycott Vikram Vedha of Roshan as he was vigorously supporting Khan and his chaddi movie!

#BoycottVikramVedha #BoycottbollywoodForever",0,False
siezeyourday,,Twitter for Android,,2022-08-17 06:21:21,False,59,#BoycottbollywoodForever #BoycottBollywood is working. https://t.co/TqztExrGWK,0,False
richakumari22,New Delhi,Twitter Web App,,2022-08-17 06:21:03,False,419,"#BoycottbollywoodForever 
#ArjunKapoor 

Arjun Kapoor says “Bollywood was too 'decent', kept quiet against trolling… https://t.co/kyuHOnMPrM",0,False
MayankD14,Delhi,Twitter for Android,,2022-08-17 06:20:43,False,59,"@shamail_auzaee7 No one is waiting.

Waiting to #BoycottPathanMovie #BoycottPathaan #BoycottbollywoodForever",0,False
vibhuAyurveda,"Amanganj, Panna",Twitter for Android,,2022-08-17 06:20:06,True,60,"Once upon a time people were watching bollywood movies... 

The stories we will say to our grandchildrens...… https://t.co/qKAPLOjm2E",0,False
write2prafull,Pune,Twitter for Android,,2022-08-17 06:19:49,True,346,"I have saved 2,88,000 rs by not watching #bollywoodmovies in last 6 years... Guys, do saving and #BoycottbollywoodForever",1,False
S04747shinny,,Twitter for iPhone,,2022-08-17 06:19:30,True,1042,"@kundu_koushani Well said 
Bollywood Will Collapse 
What Stopping CBI InSSRCase 
#BoycottbollywoodForever",4,False
kattappa_live,Mahishmathi,Twitter Web App,,2022-08-17 06:19:29,False,37,"Does #BollywoodBoycott campaign affect your decision to watch a movie?

#BoycottbollywoodForever… https://t.co/Et2Cq8ocB9",0,False
PragtiSharma13,,Twitter for Android,,2022-08-17 06:19:20,False,201,"@filmfare Shameful
#JusticeForSushantSinghRajput 
Fake hypocrite anti-nationalists murderer gutterwood
#BoycottbollywoodForever",0,False
Megamass147,,Twitter for Android,,2022-08-17 06:19:03,False,120,"Cont..
Remember we should Boycott #Brahmastra 
It's a sin for Hinduism that murderers,druggies are portraying Lord… https://t.co/WbFug8yaY2",0,False
RaviKum27337807,,Twitter Web App,,2022-08-17 06:18:57,False,127,"Hinduism not a mythology, it's is our history and gods are our ancestors. New India Such an amazing movie 🎥… https://t.co/y7hX0n4TES",2,False
RaviKum27337807,,Twitter Web App,,2022-08-17 06:18:48,False,127,"Hinduism not a mythology, it's is our history and gods are our ancestors. New India Such an amazing movie 🎥… https://t.co/T490p1Hein",1,False
RaviKum27337807,,Twitter Web App,,2022-08-17 06:18:34,False,127,"Hinduism not a mythology, it's is our history and gods are our ancestors. New India Such an amazing movie 🎥… https://t.co/eYpHOgHdPH",1,False
siddharthm164,,Twitter Web App,,2022-08-17 06:18:26,False,457,"#BoycottbollywoodForever 
#ArjunKapoor 

Arjun Kapoor says “Bollywood was too 'decent', kept quiet against trolling… https://t.co/QMg1YplAo9",0,False
the_mpr,"Ohio, USA",Twitter for Android,,2022-08-17 06:18:21,False,268,"#BoycottVikramVedha
 #BoycottPathanMovie #BoycottbollywoodForever 

The true face of bollywood 👇 https://t.co/dVJXQ4Qx4e",4,False
TriglavApo,Sukhavati,Twitter for Android,,2022-08-17 06:18:05,True,569,#ArjunKapoor Arjun Polaris 'Polu' Kapoor has decided to stand up against trolling by public.… https://t.co/Ey7fjxhjhs,0,False
S04747shinny,,Twitter for iPhone,,2022-08-17 06:16:55,True,1042,Boycott Bollywood is no exceptions. You can cry as much as you want. How do you know Vidyut is treated fairly? How… https://t.co/LDlKlbB4Nz,1,False
neerajsaxena,,Twitter for iPhone,,2022-08-17 06:16:40,True,2454,"For once, I agree with the hakla. There is rampant love jihad, population jihad, thook jihad, massive cow smuggling… https://t.co/W187lw9w91",0,False
write2prafull,Pune,Twitter for Android,,2022-08-17 06:16:06,True,346,@NupurReal_ 6 years now no movie #BoycottbollywoodForever,0,False
RrRumki,,Twitter for Android,,2022-08-17 06:14:42,False,60,"@iamamitverma7 R.I.H.(Rot In Hell) #Bollywood 👎👎👎

#BoycottBollywoodCompletely 
#BoycottVikramVedha… https://t.co/PVvdiwLnfC",5,False
PN7643,,Twitter for Android,,2022-08-17 06:14:24,False,657,@SumitkadeI Great decision by OTTs. They are not dumping ground for Bullywood. Their own content far superior from… https://t.co/3bgo3rrbRF,0,False
Quranics1,,Twitter Web App,,2022-08-17 06:13:59,False,95,"Musa (Alayhi Salam) is an important Prophet in the Abrahamic religions, i.e., Islam, Judaism, and Christianity. 
Re… https://t.co/HO835byfx0",0,False
RonganBhowmick,,Twitter Web App,,2022-08-17 06:13:41,False,34,#BoycottbollywoodForever  justice for ssr,0,False
hindugj,राजगढ़-ब्यवरा-मध्यप्रदेश,Twitter for Android,,2022-08-17 06:13:12,False,18388,"A statement of Shahrukh Khan has come in which it has been said that if 'Bhakts' have guts, then they should show h… https://t.co/zSl9nfaAsj",8,False
DabidiD,"Hyderabad, India",Twitter Web App,,2022-08-17 06:13:06,False,0,"Amir: I need 180 Crore to copy a movie.
Boycotters: Ek paisa nahi milega
Fans: Itna kaam ko itna ich milega… https://t.co/qZ5xeGWDSh",0,False
IamKavyansh,"Gujarat, India",Twitter Web App,,2022-08-17 06:13:02,False,2,"#BoycottVikramVedha 
#BoycottbollywoodForever 
#BoycottBrahmastra 
#BoycottKaranJohar 

ppl whenever they watch any… https://t.co/8dbfcPPcER",0,False
Rajnish52165318,,Twitter for Android,,2022-08-17 06:12:56,False,71,"In reality, he is good for nothing and behaving like he is the real actor. He got a golden spoon otherwise nobody g… https://t.co/BAy943ZLXa",0,False
Yalgaar__,India,Twitter for iPhone,,2022-08-17 06:12:13,False,13,"Nowadays twitter is like Boycott Market 🙂 

#BoycottVikramVedha 
#BoycottbollywoodForever 
#BoycottPathanMovie 

Ju… https://t.co/DFHcHVZiG1",0,False
hindugj,राजगढ़-ब्यवरा-मध्यप्रदेश,Twitter for Android,,2022-08-17 06:09:16,False,18388,"The police of 11 countries were waiting for the don..
,
,
But waiting for the film Pathan, we are doing 100 crore H… https://t.co/uuuo3DDzvS",11,False
kundu_koushani,India,Twitter for Android,,2022-08-17 06:09:10,True,1733,And lastly this interview proves instead of saving their sinking ship they are targeting the public. So get it loud… https://t.co/nxw6RKOzwM,36,False
kundu_koushani,India,Twitter for Android,,2022-08-17 06:09:08,True,1733,But don't have the guts to stand for him. You mocked his death by maligning him again &amp; again. We will remember it… https://t.co/dIa7CxFhBr,45,False
kundu_koushani,India,Twitter for Android,,2022-08-17 06:09:07,True,1733,"No matter Bwood has forgotten what they did to Sushant because he was not a nepokid , he didn't have any godfather… https://t.co/3wmBgoiGdx",39,False
kundu_koushani,India,Twitter for Android,,2022-08-17 06:09:05,True,1733,"Yes Bollywood needs to unite to calculate the mistakes , the sins which they have committed for ages , but still th… https://t.co/KfA2sKBKkc",58,False
spiritualsai,Hindusthan,Twitter for Android,,2022-08-17 06:09:03,True,335,"@BesuraTaansane Let them unite

We also unite and ensure we #BoycottbollywoodForever",0,False
ViratKo68455494,,Twitter Web App,,2022-08-17 06:08:39,False,11,"#ArjunKapoor
#BoycottbollywoodForever 
Arjun kapoor says "" We should have not been silence on the troll",1,False
desicabal,"New Delhi, India",Twitter for Android,,2022-08-17 06:08:22,False,6,See the amount of attention to details they have put for the hindi audience. Though most of us don't read the end c… https://t.co/2NBEkO6OU0,7,False
SSRMU1986TOF,Far away from milky galaxy 🌌✨,Twitter for Android,,2022-08-17 06:08:15,False,70,"@boycott_movie @BeingSalmanKhan Use hashtag buddy 

#BoycottPathanMovie
#BoycottbollywoodForever… https://t.co/dwGY9eSiDJ",0,False
sanghavideepa,,Twitter for Android,,2022-08-17 06:08:14,True,2596,"So what Mr Kapoor going to do
Bollywood works because we pay and see the movie
And now this actor is threatening us… https://t.co/9FoZomolwa",2,False
IndusGold,"नई दिल्ली, भारत",Twitter for Android,,2022-08-17 06:08:07,False,102,We've seen daring Pathans hanging from plane's wings &amp; tyres in Afghanistan. So don't need another proof.… https://t.co/MKSRoTHRGT,0,False
Tanmaynigam18,,Twitter for Android,,2022-08-17 06:07:59,False,43,"@Amreen_Srkian @iamsrk Bas rona mat 
#BoycottbollywoodForever",0,False
hindugj,राजगढ़-ब्यवरा-मध्यप्रदेश,Twitter for Android,,2022-08-17 06:07:48,False,18388,"The Bollywood which has tried to corrupt the Sanatan culture needs an end, Boycott will continue....… https://t.co/nNhtnDlJQ0",21,False
s_anurshetru,haveri ,Twitter for iPhone,,2022-08-17 06:07:41,True,85,#Bollywood have activated there bots spending lots of money on them. So guys don’t ever trust them only remember on… https://t.co/e0cNWW2nkS,1,False
jayyybigwin,,Twitter for Android,,2022-08-17 06:07:28,False,1803,"Now nepokid of Bullywood mafia  ARJUN KAPOOR started threatening INDIAN PUBLIC for boycotting their films 😅
What el… https://t.co/mPoToYojed",1,False
SSRMU1986TOF,Far away from milky galaxy 🌌✨,Twitter for Android,,2022-08-17 06:07:06,False,70,"@ShivGola5 @BeingSalmanKhan Dear use hashtag 👇

#BoycottPathanMovie
#BoycottbollywoodForever 
#BoycottBramhastra… https://t.co/VBvRPIt65M",1,False
parashar191,Gurgaon,Twitter Web App,,2022-08-17 06:06:51,False,480,This hashtag  #BoycottbollywoodForever is a great idea instead of boycotting each movie individually,1,False
S04747shinny,,Twitter for iPhone,,2022-08-17 06:06:24,True,1042,"Laal Singh Chadda Day 4 collections projected below 1CR 
Sorry Babu. Aur support karo Dayan @Tweet2Rhea ko 🤨
MTL: W… https://t.co/oxaofsZ8mk",62,False
hindugj,राजगढ़-ब्यवरा-मध्यप्रदेश,Twitter for Android,,2022-08-17 06:05:39,False,18388,"What benefit, what benefit? Our will, who will decide what we will see and what we will not see? You make a movie,… https://t.co/IWmEMA5IS5",1,False
IamKavyansh,"Gujarat, India",Twitter Web App,,2022-08-17 06:05:28,False,2,"ppl of India have united and they have shown these bullywood sickulars their real place 
Jay Ho 🇮🇳… https://t.co/9QoJRpuGG8",1,False
Hindusthani_1,Bharat / Jambudvipa,Twitter for Android,,2022-08-17 06:05:26,True,143,"I was thinking why we shouldn't #BoycottPathaan?

But now, #ShahRukhKhan𓀠 himself given REASONS to… https://t.co/eepx93DREM",3,False
FURTHER35407213,,Twitter for Android,,2022-08-17 06:05:08,False,92,"@Satya91539128 @910Alkesh @PMOIndia @DoPTGoI What Is Stopping CBI InSSRCase 🔥 
#BoycottbollywoodForever… https://t.co/fJr6kp5O9L",0,False
1hindustanidnp,India,Twitter for Android,,2022-08-17 06:04:51,False,8,"Which movie you are Going To watch on January
1. #Adipurush  - Based on Ramayana on 12.01.23
2. #PathaanMovie -  25… https://t.co/sPZ3r8ovIC",1,False
SSRMU1986TOF,Far away from milky galaxy 🌌✨,Twitter for Android,,2022-08-17 06:04:42,False,70,"@TomBhaiSSRian @Binapanchal2501 @dg_ncb #BoycottPathanMovie
#BoycottbollywoodForever 
#BoycottBramhastra… https://t.co/Ate16xsbMq",4,False
ChakuWali,,Twitter Web App,,2022-08-17 06:04:40,False,80,Don't fall in Akshay's trap when he makes Movie on deshbhakti or visit temples before his new film release. Boycott… https://t.co/zam6QgidXh,9,False
Rahul_2503,"Kolkata, India",Twitter for iPhone,,2022-08-17 06:04:30,True,2254,"#BoycottbollywoodForever 
#ArjunKapoor 

Arjun Kapoor says “Bollywood was too 'decent', kept quiet against trolling… https://t.co/xkoWzts9HZ",3,False
hindugj,राजगढ़-ब्यवरा-मध्यप्रदेश,Twitter for Android,,2022-08-17 06:04:15,False,18388,"How the Josh warriors ???
#BoycottbollywoodForever 
#BoycottPathanMovie 
#BoycottTiger3 

SSRCASE TurningPoint  InH… https://t.co/uijh2n1xFP",2,False
Yeda456,,Twitter for Android,,2022-08-17 06:03:15,False,84,"Netaji once said - ""Give me blood i will give you Freedom""

I say - ""#BoycottBollywood and only then they will resp… https://t.co/kpCu2lOgEa",2,False
